Q240,Q318,Q475,Q388,Q112,Q380,Q321,Q130,Q160,Q70,Q89,Q305,Q43,Q222,Q95,Q345,Q445,Q11,Q93,Q23,Q140,Q496,Q241,Q44,Q448,Q207,Q165,Q248,Q495,Q176,Q25,Q271,Q487,Q78,Q188,Q5,Q278,Q347,Q420,Q353,Q369,Q230,Q197,Q199,Q297,Q79,Q158,Q32,Q61,Q253,Q170,Q292,Q460,Q56,Q60,Q414,Q288,Q12,Q108,Q458,Q450,Q169,Q357,Q263,Q443,Q456,Q434,Q363,Q354,Q455,Q239,Q462,Q138,Q21,Q48,Q250,Q204,Q189,Q172,Q243,Q142,Q342,Q378,Q99,Q38,Q257,Q65,Q344,Q52,Q367,Q392,Q435,Q186,Q451,Q171,Q245,Q237,Q20,Q492,Q27,Q14,Q10,Q115,Q122,Q384,Q470,Q41,Q94,Q417,Q467,Q35,Q47,Q408,Q33,Q223,Q132,Q454,Q428,Q499,Q81,Q439,Q375,Q191,Q273,Q372,Q374,Q123,Q394,Q465,Q461,Q246,Q275,Q397,Q444,Q181,Q338,Q262,Q254,Q175,Q425,Q224,Q468,Q153,Q366,Q114,Q437,Q225,Q220,Q272,Q226,Q4,Q282,Q433,Q67,Q310,Q452,Q264,Q401,Q19,Q212,Q274,Q228,Q483,Q198,Q6,Q68,Q92,Q98,Q260,Q251,Q281,Q219,Q83,Q340,Q2,Q320,Q7,Q476,Q111,Q421,Q311,Q1,Q296,Q314,Q234,Q84,Q233,Q104,Q205,Q143,Q174,Q64,Q287,Q319,Q177,Q316,Q488,Q141,Q151,Q209,Q213,Q362,Q134,Q299,Q194,Q100,Q270,Q107,Q69,Q121,Q497,Q195,Q339,Q432,Q431,Q289,Q333,Q206,Q426,Q74,Q391,Q126,Q238,Q201,Q59,Q361,Q422,Q286,Q295,Q71,Q145,Q469,Q40,Q385,Q405,Q154,Q148,Q133,Q277,Q156,Q290,Q163,Q490,Q131,Q326,Q303,Q39,Q244,Q101,Q57,Q196,Q30,Q396,Q436,Q474,Q13,Q323,Q157,Q484,Q75,Q331,Q109,Q162,Q0,Q412,Q124,Q440,Q214,Q447,Q328,Q309,Q348,Q85,Q446,Q144,Q150,Q315,Q258,Q473,Q478,Q66,Q28,Q45,Q116,Q464,Q135,Q493,Q400,Q72,Q301,Q322,Q457,Q86,Q302,Q404,Q203,Q265,Q106,Q96,Q284,Q379,Q471,Q37,Q152,Q73,Q218,Q352,Q187,Q110,Q36,Q370,Q395,Q173,Q459,Q327,Q441,Q472,Q266,Q413,Q34,Q215,Q192,Q242,Q15,Q341,Q120,Q50,Q211,Q276,Q364,Q168,Q129,Q179,Q182,Q247,Q87,Q386,Q403,Q125,Q406,Q178,Q482,Q349,Q365,Q202,Q8,Q217,Q77,Q399,Q335,Q485,Q358,Q411,Q381,Q389,Q155,Q62,Q208,Q407,Q383,Q479,Q427,Q252,Q466,Q46,Q356,Q360,Q368,Q304,Q423,Q82,Q185,Q402,Q180,Q308,Q359,Q136,Q193,Q88,Q97,Q491,Q351,Q103,Q373,Q393,Q105,Q330,Q26,Q382,Q337,Q390,Q498,Q166,Q118,Q235,Q371,Q494,Q438,Q256,Q343,Q18,Q346,Q332,Q424,Q146,Q24,Q227,Q317,Q294,Q29,Q184,Q298,Q293,Q42,Q55,Q22,Q429,Q279,Q159,Q409,Q267,Q58,Q16,Q119,Q449,Q167,Q54,Q249,Q216,Q261,Q183,Q329,Q231,Q49,Q285,Q190,Q324,Q210,Q90,Q291,Q17,Q127,Q312,Q137,Q410,Q306,Q416,Q398,Q221,Q419,Q387,Q334,Q232,Q313,Q161,Q377,Q453,Q128,Q200,Q31,Q481,Q280,Q269,Q229,Q80,Q283,Q259,Q355,Q336,Q307,Q477,Q3,Q113,Q9,Q418,Q117,Q255,Q91,Q268,Q76,Q139,Q63,Q350,Q53,Q442,Q486,Q300,Q236,Q463,Q489,Q430,Q147,Q415,Q51,Q149,Q480,Q376,Q325,Q102,Q164
user984359016,92,38,33,63,46,86,80,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,63,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,31,,63,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user369208912,81,47,40,89,22,98,50,97,56,61,9,23,88,100,44,39,67,9,98,87,44,47,33,65,72,37,67,30,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,98,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,
user4132494732,30,81,36,88,64,89,11,88,93,90,72,4,47,63,48,24,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,88,,,31,,,,,,,,48,,87,,,,,,88,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,48,,,,,,,,,,,,11,48,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,11,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,89,,,,,,,,,,,,,,,,,,,,30,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,30,,,,,,29,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,88,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,87,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,88,,,,89,,,88,,,,,,,,,88,,,,,,,,88,,,,,,,,,,,,,,,,,
user3414348413,69,96,70,84,75,98,62,3,13,18,46,37,61,58,8,93,61,31,91,98,31,66,78,32,0,88,94,29,74,62,75,31,0,15,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,74,32,,,,96,,,,,69,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,69,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,62,,,,69,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,97,,,69,,,96,,96,,97,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,3,96,,,,,,,,
user797658291,40,22,10,19,72,77,42,68,33,73,78,82,81,94,92,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,42,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,40,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,72,,,,,,,
user2021771505,37,36,57,46,62,14,12,83,50,9,19,94,30,72,96,64,40,95,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,36,,,,,,,,,,,,,,,,,,,62,95,,,,,,,,,,,13,,,,,,,,,,94,,,,36,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,36,,,,,,,37,,,,,,,,,,,,,,,,50,35,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,46,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,37,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,57,,,,,,,,,36,,,,,,,,,,,,,,,57,,,,,,,,,30,62,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user1191101866,28,95,42,44,62,51,88,34,,,,,,28,,,,,,34,,,28,,,,,,,,,,62,,,,,,,95,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,28,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,88,27,,28,,,,,,,,,,,,,,,,28,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,28,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,28,,,,,28,28,,,,
user3133755939,18,36,27,13,99,34,46,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,13,,,,17,,,,,,,18,,,,,,,,18,,,,,,,,,36,,,,,,,,,,,,,,99,,,,,18,,99,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,8,,99,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,99,,99,,,,18,18,,,,,18,,17,,,,,,,,,,,,,,99,,,,,,,,18,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,18,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,18,,,19,,,,,,,,,,18,18,,,,,,,,,,
user1338706622,64,15,63,95,63,28,3,47,95,16,55,29,89,81,23,92,2,65,40,53,6,84,56,55,42,60,68,84,58,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,29,,,,,29,,,6,,,,,15,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,15,,,,,,,,40,,,,,,,,,,,,,,,,29,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,64,,,,,,63,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,15,,15,,,,,,,,,,,,,,,,,,,,,,,15,,,15,,,,,,,,,,,,,,15,15,,,,42,,,,,,,,63,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,68,,,
user2260284172,42,9,36,27,99,47,1,54,3,8,0,37,93,26,31,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,100,,,,,99,,,,,,,27,,,,,,,,,,27,,36,,,99,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,7,,,,,,43,,,,,99,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,42,99,,,,,,,,,,,99,,,,,,,,,,,99,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,99,,,,99,,,,,,99,,99,,,,,,,,99,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,99,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,47,,,,,,,,,26,,,,,,,,,,,,,,,,
user1026727876,44,9,7,22,65,54,35,44,54,78,81,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,78,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,35,,
user2158617338,48,34,64,44,15,61,91,93,38,53,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,44,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,64,,,,,,,,,,,,,64,,,,,,,,,,,,,48,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,48,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,48,,,,,,,,,,,,48,,,,,,,44,,64,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,61,
user2923521738,68,36,77,62,60,83,73,71,72,90,9,57,97,23,5,78,87,3,47,22,39,84,93,58,46,82,36,74,55,90,10,8,41,,,,,,,,,77,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,68,,,,57,,,,,,,,,,,,,57,,,,,,,,,,,,,,72,,57,,,,,,,,,,,,,,68,,,,,,,,,,77,,90,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,68,,,,,,,,72,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,72,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,77,,72,,,,,,,,,,,,,,,,68,,,,68,,,,,,,,,,,,,,,,,,,,,,,,
user2250005848,77,94,25,16,81,85,9,60,98,,,,,,,,,,,77,,60,,,,,,,,,,,,,,16,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,16,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,77,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,77,,,,,94,,,,,,,,,,,,,,,,,,,16,,,93,,,,,77,,,,,,81,,,,,,77,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,
user4170765675,62,89,85,6,35,0,51,55,8,1,53,99,,,,,,,,85,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,85,,,,,,,,1,,,,,,,,,,62,,,,,,,,,,,,,,,89,,,,,,,53,,89,,,,,,,,,,,,,,,,,,89,89,89,,1,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,89,,,,,,,89,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,89,,,,,,,62,,,,,,,,,,,,,,,,,,89,89,,,,,,,89,,,85,89,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,89,,,,,,,,89,,,,89,,,,,,,,,,,,,,89,89,,,,,,,,,,,89,,1,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user2085400584,3,60,61,77,0,78,19,100,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,3,,,60,,3,3,,,,,,,,,,,,,,3,,,19,,,,,60,,,,,,,,,,,,,,,,,,,,,,3,,,60,,,,,,,77,,,,,,,,,,,,,,,,,,,,3,,,,,,3,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,100,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,100,,,,,3,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,60,,,,,,3,,,,,,,,,,61,,,,60,,,,,,,,,,,,
user1054225210,3,68,4,81,22,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,3,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user3696291505,6,17,53,5,79,65,23,4,19,69,99,43,89,72,3,30,88,68,35,69,72,23,100,54,34,14,16,63,26,75,32,13,24,79,40,84,14,9,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,6,89,13,,,,,,53,,,,,,,,,,,,,6,,,,79,,,,,,,,,,6,,,,,,,,,,,,,,,,53,,,,,100,,,,,,,,,,,,,,,6,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,8,14,,,89,,,,,,5,,,,,,,,,,84,,,,,,,5,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,14,,,,6,,,,,,,,,6,,,,,,,,,,,,,,,,6,,6,,34,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,53,,,,6,,,,,,,6,,,,,,,,6,,,,,,,,,,,,,,,,,
user3621836332,65,22,11,85,59,80,60,53,50,37,55,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,80,,,,,64,,,,,,,,,,,,,,,86,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,
user1876848832,33,25,18,3,58,22,3,57,35,8,67,26,16,87,61,,,,,,,,,,,,,,,,,,,58,,,,,,,58,,,,,,,87,,,,,,,,,,,,87,,,,,,,87,,,,33,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,33,,,,,,,,,,22,,33,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,22,,23,,,,,25,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user1611413673,32,15,59,84,5,2,41,4,95,79,99,48,95,67,70,51,66,29,52,68,78,49,38,32,,,,,,,16,,,,,,95,,,,,,,68,,,,,,,,,32,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,15,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,15,,,,,,15,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
